"","GSM1317914","GSM1317915","GSM1317916","GSM1317917","GSM1317918","GSM1317919","GSM1317920","GSM1317921","GSM1317922","GSM1317945","GSM1317946","GSM1317947","GSM1317948","GSM1317949","GSM1317950","GSM1317951","GSM1317952","GSM1317953","GSM1317954","GSM1317955","GSM1317956","GSM1317957","GSM1317958","GSM1317959","GSM1317960","GSM1317961","GSM1317962","GSM1317963","GSM1317964","GSM1317965","GSM1317966","GSM1317967","GSM1317968","GSM1317969","GSM1317970"
"ILMN_1777296",13.579683354102,13.8352888639179,13.666509847415,13.640593055791,14.5841195847815,13.9187361414319,14.0810343841589,14.3883821865228,13.7935886696946,13.2395908431286,13.4516192966019,13.2551247319836,12.5679653300401,13.7371732187841,12.9389702331167,13.0180336024916,13.0037370343542,13.3322402174693,13.0450005204944,13.2551247319836,13.0112070593921,13.2629592324003,12.3328623744032,13.3246707578871,13.119714938689,13.2234876129964,12.8099208533403,13.3096110917721,13.1818442423519,12.5773637132401,12.8099208533403,12.6635195158616,13.1672321721251,12.9464040550478,12.8680357769613
"ILMN_1786532",8.52183017560256,8.54823427933997,8.42318211604684,7.63228382149133,7.9065192673423,7.99376833129552,8.10259566917699,7.91981488015776,8.21959502914927,7.30469216913726,7.82732471377957,7.45941003681194,7.74758263210989,6.91084195020488,7.34276021559618,7.13432072951509,7.26120494949812,7.4108582459104,7.23866477576005,7.59812167295529,7.63611274706917,7.34037440002078,7.47950412086638,7.15677070128331,7.30585588842202,7.42686167356155,7.31694940461668,7.08463660762431,7.45433448790734,7.46749688418113,7.67242731216195,7.77822537607616,7.06571953077195,7.65552231391496,7.70752882490082
"ILMN_1753111",10.3119593868061,10.8709519926953,10.7086839945421,10.7574510674263,10.819890320745,10.771388047808,10.7969432556736,10.9596519647084,10.6499002956863,10.4708099008473,10.2696960602325,10.7534990270605,10.316109388067,8.95080053547546,8.35495607424678,7.94202639021637,8.27589271973462,8.19703178940682,8.48346419722442,8.59293760832899,8.71465687299969,8.54097115856637,8.89032142460626,8.99905405827467,8.36543993307773,8.20911051697005,8.86384178965918,8.99258570871053,9.37013958996323,8.62414029909482,7.95474541955061,8.81776995480761,8.61643132679311,8.42529593708579,9.24260611133004
"ILMN_2263466",6.65158593889443,6.62365142919755,6.75467900339545,6.86304284105412,7.08628739780254,6.81536882340845,6.73282521720877,7.03428614798087,7.01197448947724,6.6583176119318,6.33652877923025,6.40576007143728,6.33729258244489,6.28237248257271,6.2172073345813,6.35785860405536,6.29041331850163,6.32469031025141,6.56956883640976,6.65342260525844,6.58367645155526,6.29706117591514,6.39179426836772,6.45620744984408,6.34705222097359,6.20078631222702,6.64493595265533,6.67922587390764,6.52038655703832,6.41882779600182,6.3866153359103,6.47307449154081,6.32152895358184,6.35549023782679,6.2376701730281
"ILMN_1693650",10.1603225803944,9.68255402662597,9.30660385584576,9.59806296829473,9.80430417427403,9.87674099164956,9.81533055512133,9.84438822498025,10.0232447762097,9.30832929773262,9.49538660527145,9.36181599720575,9.67139300161696,9.51317830360746,8.49921594656413,8.48582113409156,8.66882258177386,8.89910954764464,8.65466415482087,8.70176600774827,8.59798148396791,8.59265236824779,8.41508867390071,8.36094503832487,8.51418456790832,8.84932196907322,8.64015395052598,8.64185510432657,8.29385569831198,7.85788112957849,8.64947540699234,8.60372594158213,8.60996070474026,8.37533630355118,8.74222673618572
"ILMN_2094905",7.46606714508892,7.36533708482294,7.3597043856266,7.28654524268312,7.16214750981345,7.48276625632821,7.22376779188905,7.18383435022064,7.19584449768184,6.72975731378062,6.63556772213054,7.31513230297448,7.16796173720423,6.5908795471745,6.83336063753445,6.67550138350443,6.57030708681794,6.55482750763532,6.80128562030286,6.68139419168403,6.80937897370572,6.61323288459619,6.78812714943274,6.64552294302622,6.57978068344337,6.6104286241781,6.67836371148014,6.4322033298427,6.94956892828689,7.09669089298847,6.63336482764861,6.97188184806618,6.30714205178518,6.82494171190664,6.68583257659253
"ILMN_1751345",6.89550833045622,6.84596798047964,6.87993087807615,6.79296986323423,7.09004306445694,7.14284111068066,7.03271081660135,7.17893551402,6.78104240736484,6.75837376408474,6.62880813107974,7.0878592489724,6.54590765859494,6.53892793405789,6.52117144827307,6.44314864899209,6.41487237509167,6.31483006527596,6.43048310262804,6.32031080035619,6.61726734794398,6.59318284691882,6.46370373429554,6.54782838523721,6.34940230951253,6.58906406804351,6.49918618217343,6.46079809888834,6.26254839628472,6.34938708759262,6.49627335034888,6.45249546758336,6.56777726224025,6.34086746456336,6.49644359991408
"ILMN_1768394",11.5698351229966,11.8625161054177,11.6371661537588,12.302544466197,12.1112346586006,12.0532757581732,12.0765436281713,12.1657096298828,12.2137201830375,12.8155135749458,12.2897716765404,13.0642029682873,12.9903556069123,12.4801397448573,12.8680357769613,12.8564018017146,12.5773637132401,12.3464223221054,12.9847869354884,13.0311468803855,12.7813194434792,12.6900227712246,12.4469266129441,12.5541509713644,12.7115317605838,12.7925675444042,12.9903556069123,12.7387788471036,12.5679653300401,12.2721972510422,12.2939839031572,12.6051719734057,12.4070357720846,12.7487146807303,12.5309527381418
"ILMN_1699226",9.54445634379287,9.34409249707149,9.20671752925159,8.34039091761598,8.92781239247245,8.57766443935049,8.76695946146872,8.79910016550443,8.65353369199548,7.96126799099535,8.67470641244025,8.51743884330234,8.26348944793873,8.55668945033666,7.5680016220506,7.78218788738258,7.76242663042916,7.88748561378516,7.83266910941612,8.13235712588198,7.8039228816619,8.01192626798063,7.73043766591079,8.18682898300965,8.09771883452171,8.21467631430445,7.90469689869629,8.22531908514323,7.77484500349685,7.89204443269192,8.40466337457303,8.29886578839665,8.20663079300087,8.01256475847992,7.73346053024028
"ILMN_2395974",9.15510886071267,9.39119640490676,9.15743223862093,9.240960153118,9.39301751554591,9.48822396677321,9.14605657696164,9.40773228132663,9.08046050982554,9.27720039632114,8.82801311918127,9.42458627552406,8.95161596129222,8.26716785400367,8.31143197967426,8.08740115533003,8.07773152386024,8.22996857263874,8.0987854002091,8.44917564616336,8.49129411736194,8.33839898775273,8.41814462791639,8.1486446399622,8.18879336664251,8.4397464588189,8.13960083053777,7.88804555935466,8.3563600250288,8.38717082446508,8.21445517882258,8.47819879113958,8.00177851596362,8.16919383997037,8.47431521881668
