"gene","rho_inflammatory","p_inflammatory","fdr_inflammatory","rho_oxphos","p_oxphos","fdr_oxphos","neglog10FDR_oxph","status_oxph"
"ZC3H5",-0.17274793775778,0.0522176535159217,0.144399202550788,-0.127519216347956,0.15291885495231,0.309790278745887,0.508932214573131,"Not significant"
"PYGB",-0.242026741813893,0.0061174940966251,0.0256454464417869,0.0888112943079762,0.320748787024689,0.512741301388317,0.290101698665298,"Not significant"
"POLR2B",0.291670023185925,0.000877536416254818,0.00483914006348997,0.431539463142955,4.07589449550565e-07,8.58839443990172e-06,5.06608801789916,"Significant"
"NUP93",-0.0546494188226472,0.541217850136674,0.723204795601688,-0.0057004593175853,0.949236630184289,0.972823511296043,0.0119659418719727,"Not significant"
"TBP",-0.00314610032956311,0.971996588541317,0.987883489926234,0.044979860857022,0.61556927778721,0.770771286510149,0.113074472457775,"Not significant"
"LOC642684",0.503187101612298,2.59925589129631e-09,7.92662775383319e-08,0.267247844019498,0.00245982886509625,0.0125837402230493,1.900190255806,"Not significant"
"HPGD",0.433182180352456,4.81287707324026e-07,6.75709677933324e-06,0.318276621672291,0.000284775495212333,0.00210663530845254,2.67641064105787,"Significant"
"EXOC1",0.519198772028496,5.65330978792965e-10,2.22028346698872e-08,0.304040119985002,0.000540079893428989,0.00357575527336314,2.44663221220971,"Significant"
"SARS",-0.238112814023247,0.00714279877810254,0.029179930174398,0.150666713535808,0.0908666903135256,0.214497566297428,0.668577630983189,"Not significant"
"ZBTB16",0.0760744750656168,0.394788552635175,0.597906830345431,0.121092285339333,0.174830753997195,0.340183057990366,0.468287319190565,"Not significant"
"TTC31",-0.146926185388388,0.099278570256675,0.233587351453071,0.203043276392343,0.0220526379613809,0.0732632138479312,1.13511403399515,"Not significant"
"RASGRP4",0.394292510311211,5.40557875475574e-06,5.64076963462877e-05,0.11428454255718,0.200485717675262,0.374713629818878,0.426300509608439,"Not significant"
"TMEM39B",-0.0717012083488979,0.423088782515959,0.62494761444583,0.220698645185861,0.0126532900812144,0.0472511102939369,1.32558798209938,"Not significant"
"ALG13",0.167018185226847,0.0606231487613341,0.162153710364279,0.292082630296213,0.000903184110904899,0.00549918062014699,2.25970201571639,"Not significant"
"VAPA",0.296248125234346,0.000756864593713122,0.00425804032048936,0.183604002624672,0.0389332418020282,0.114256553189925,0.942118881563538,"Not significant"
"NRBP1",0.0543096175478065,0.543738749130273,0.725033028904417,-0.0457267060367454,0.609262895387627,0.765886138955597,0.115835790287512,"Not significant"
"DYRK4",0.105654761904762,0.236781181345753,0.430649731907597,0.528215223097113,1.93777170922033e-10,1.38895722029272e-08,7.85731113027169,"Significant"
"CTTN",-0.232734920930428,0.00846051541944929,0.033490380179669,-0.178102998018502,0.0451428992506529,0.127799055052006,0.893472357345199,"Not significant"
"CALCOCO2",0.0793787495313086,0.374532769472931,0.577842027789875,-0.301251406074241,0.000610041380450555,0.00396282754731617,2.40199482670154,"Significant"
"TNRC6A",-0.000538995125609299,0.995220637149584,0.997731606833181,0.152723097112861,0.0865052390036614,0.207097279293284,0.683825606541965,"Not significant"
"IREB2",0.467595847394076,4.38948395053655e-08,8.75079450963146e-07,0.195971597300337,0.0273833301011573,0.086833526848376,1.06131255922514,"Not significant"
"ALDH5A1",-0.645282620922385,2.2250738585072e-308,3.7073267023962e-306,-0.445456036745407,2.11021265291128e-07,4.8796728064885e-06,5.31160929748509,"Significant"
"SMARCAL1",0.114835254968129,0.198314315719555,0.382563247139111,0.108343878890139,0.225009034060075,0.404894229487019,0.392658412709986,"Not significant"
"TAGLN",0.0403367547806524,0.652108822336317,0.803211880013678,0.0197436257967754,0.825402598230543,0.907063159294235,0.0423624717293517,"Not significant"
"CSNK2A2",-0.10182906824147,0.254261872486434,0.450666714509206,0.25737603112111,0.00357604455278062,0.017143617550192,1.76589753035248,"Not significant"
"FAM108B1",-0.117340340301888,0.188904259667885,0.369884214256698,-0.0883018503148038,0.323543500605306,0.515975591514256,0.287370842406503,"Not significant"
"TBC1D7",0.360592252793306,3.12060823669893e-05,0.000259541760750771,0.526673784953872,2.01489038628078e-10,1.43605176284527e-08,7.84282990555827,"Significant"
"GTF3C5",0.350985423697038,5.81138578642781e-05,0.000452798559927957,0.319858455193101,0.000264724669584442,0.00198279486813783,2.70272221380477,"Significant"
"SETDB1",0.367250091543136,2.16494031598714e-05,0.000188469665778271,0.372013181986217,1.65834105448379e-05,0.000194872501586911,3.71024943975165,"Significant"
"SUV420H1",0.0946759428784728,0.289702373131227,0.49097514505625,0.0295276455512069,0.741746493039051,0.853960555455521,0.0685621889639616,"Not significant"
"RBM4B",-0.272600113365194,0.00193119275706507,0.00952310438553509,-0.0493884300426307,0.581350653034548,0.744260181136587,0.128275215692059,"Not significant"
"RNPC3",0.0137619516310461,0.877806198579159,0.937581241776823,-0.0437054743157105,0.625185268084442,0.776876915053069,0.109647783448288,"Not significant"
"CYFIP1",0.114958286464192,0.197831552943754,0.381836903760023,0.257006936632921,0.00362547881291631,0.0173113344950012,1.76166945197002,"Not significant"
"ZNF692",-0.250804103421671,0.00445402138330501,0.0195975382970568,-0.525863129597101,2.17228621400581e-10,1.53088372151743e-08,7.81505779494585,"Significant"
"CCT2",-0.0368069764819487,0.681196019166139,0.821897690686787,0.438815907996211,2.46273279343644e-07,5.58197246397003e-06,5.25321231022922,"Significant"
"LOC652578",0.313865063742032,0.000348382951291316,0.00218632244238918,-0.138990438695163,0.119046207585407,0.260012460859559,0.5850058383643,"Not significant"
"PTPN4",-0.308244147573897,0.000422461198303003,0.00258228894268835,-0.102608418003159,0.250994249213288,0.436360899764037,0.360154171414336,"Not significant"
"PDS5B",0.409818513631324,1.71302448683793e-06,2.05816538034171e-05,0.293172767231706,0.000822712970806032,0.00507941978711876,2.29418589355149,"Not significant"
"EXOC3",0.356533558305212,4.36334289143963e-05,0.00035117512413861,0.216271794150731,0.0147466365953957,0.053138159567969,1.27459349138823,"Not significant"
"PYHIN1",-0.295064679415073,0.000796045344520506,0.00444763598107737,-0.132522497187852,0.137345722038363,0.287597255161313,0.541215263191742,"Not significant"
"EXOSC8",-0.293418400824897,0.000853653915629906,0.00472751020544416,0.241118297712786,0.00643302720858622,0.0275205800953614,1.5603424160194,"Not significant"
"CCDC52",-0.517183398950131,6.9764024606753e-10,2.62360701805874e-08,-0.559084411323585,2.2250738585072e-308,3.91472959483795e-306,300,"Significant"
"CETP",0.166684242594676,0.0611454643638551,0.163203770202655,0.120711473565804,0.17619842862155,0.342235487199073,0.465674959448162,"Not significant"
"GALM",-0.0549893006382126,0.539191789556408,0.72187772634364,0.0530647337023876,0.553506364146797,0.722510460494411,0.141155860817623,"Not significant"
"C16orf56",-0.434822600299962,4.31837263679074e-07,6.19584266101952e-06,-0.0787753093363329,0.378183652776908,0.570378047265458,0.243837197979023,"Not significant"
"PTRH2",0.247088978397252,0.00510106416869157,0.0219568303541679,0.48862980593399,5.60362070634643e-09,2.36149905110502e-07,6.62681222459498,"Significant"
"LMNA",-0.412594910011249,1.79417725400135e-06,2.13932253712891e-05,-0.461620031871016,6.78202753295995e-08,1.90824060493309e-06,5.71936686715455,"Significant"
"TNFRSF10C",-0.0489723940757405,0.584076605930275,0.75621569208521,-0.521882030371204,4.21803984243684e-10,2.63329192049301e-08,7.57950099336952,"Significant"
"BARD1",-0.00294397656537331,0.973795029231842,0.988329869718178,0.189231783230398,0.0331106232044415,0.100802295401808,0.996529578317191,"Not significant"
"GTF3C6",0.040354508026033,0.652379313109609,0.803309080781355,0.311159738061939,0.000369815639057241,0.00261353698400032,2.58277134984838,"Significant"
"PHF13",0.155119736360973,0.0816164347840909,0.202623631609724,0.202454778470294,0.0224490384878811,0.0743151788574476,1.12892247263554,"Not significant"
"ZNF341",0.472704583802025,3.00421553965237e-08,6.31965374265167e-07,0.2598308023997,0.00326243050917632,0.0158699708392048,1.79942387125297,"Not significant"
"TCTA",-0.263384454947987,0.00277285547271601,0.0130153490369519,-0.266709239532707,0.00243709405811713,0.0124979309841355,1.90316187791568,"Not significant"
"BTF3L4",0.200869422572178,0.0236969921390035,0.0781135567700429,0.138457302212223,0.120479032926606,0.26225402227033,0.581277842175728,"Not significant"
"TREM1",0.445494770421905,1.53476181297801e-07,2.56224767436721e-06,0.133586036490753,0.134322335544963,0.282853126248471,0.548439016835339,"Not significant"
"NAPB",0.332741610423697,0.000143978248865063,0.00100732724226811,0.269058164604424,0.00229333845668096,0.0118769251197275,1.92529598160944,"Not significant"
"FAM122B",-0.00961991944346859,0.914518012070848,0.957046656365811,0.16740827535773,0.0599391696576257,0.158072281909455,0.801144277247617,"Not significant"
"DNAJC10",-0.103903636482593,0.245029745191388,0.440376243894811,0.222099515491224,0.012086323732849,0.0455550290329211,1.34146367224341,"Not significant"
"ADCK2",-0.196387848571652,0.0269050712981916,0.0863398837743881,0.0399823654597786,0.655379204592973,0.796670310110383,0.0987213675909185,"Not significant"
"VAT1",0.0489989015014918,0.584338447381299,0.756487646854393,0.231689491029921,0.00876835838704309,0.0353052410315456,1.45216081919787,"Not significant"
"DUSP5",-0.0693898654122086,0.438228988928889,0.637859596902627,-0.0870419816302924,0.330522007639455,0.5229281342096,0.281557991937241,"Not significant"
"DUSP28",0.197052805488596,0.0263824587493916,0.0850424445452842,0.1626830279269,0.067637951053225,0.172674095438669,0.762772810387826,"Not significant"
"MUS81",0.36805511819136,2.0701736139049e-05,0.000181286104950342,0.259198448629427,0.00325469568260696,0.0158445992025365,1.80011874204189,"Not significant"
"SOLH",0.231176181102362,0.00905294150119073,0.0354109072183547,0.143401996625422,0.107692457956086,0.242520099330216,0.615252262560789,"Not significant"
"TMCC2",-0.241475674915636,0.00635295637658606,0.0264713530106871,-0.193317632170979,0.0295781805702511,0.092189970882922,1.03531632219055,"Not significant"
"SNUPN",0.063238188976378,0.479483093027089,0.673890572452295,0.453277324709411,1.22733078422454e-07,3.12534566804712e-06,5.50510194202446,"Significant"
"MUTED",0.172894403824522,0.0520161403825652,0.14400022842044,0.376072131608549,1.52679769014821e-05,0.000182223449176655,3.73939573717229,"Significant"
"OR2W3",-0.441759233220847,2.71392176954729e-07,4.16085056673006e-06,-0.499367266591676,3.61501953040541e-09,1.62993326819838e-07,6.78783017586995,"Significant"
"ITFG2",-0.286212270341207,0.00115368831227877,0.00611581210464002,0.015748031496063,0.860336111267321,0.926889050105277,0.0329722483914599,"Not significant"
"SNORA25",0.201490438695163,0.0232615495444955,0.0769745265013761,-0.0176872422197225,0.843343339266353,0.917458687183413,0.0374134827513268,"Not significant"
"ZNF271",0.184881186726659,0.0375763099739919,0.111813410128405,0.135410808023997,0.128924623264961,0.275045755679059,0.560595052402585,"Not significant"
"ITFG3",-0.0735788010563937,0.411015665215965,0.613217207629785,0.336951538701879,0.000107234555390019,0.000942667428042449,3.0256414988227,"Significant"
"PAX7",-0.245535714285714,0.00550374642027493,0.0234216434688256,-0.20610704911886,0.0202349890594884,0.0685553581669362,1.1639585958505,"Not significant"
"PRPS1",-0.328757733408324,0.000174295147484353,0.00118870353135174,-0.0193745313085864,0.828616369176652,0.909244558274397,0.041319289468712,"Not significant"
"NME6",0.34528547010587,7.01780939684438e-05,0.000535195715717514,0.24469828678417,0.0055606077875109,0.0244878927579182,1.61104858535234,"Not significant"
"SELO",0.546476612298463,2.2250738585072e-308,3.7073267023962e-306,0.330134514435696,0.000163202767578702,0.00133615959307275,2.87414166592379,"Significant"
"EIF5B",-0.597417206036095,1.22314030541183e-13,1.34379855650028e-11,-0.532939630821155,1.11900553194521e-10,8.58325005433215e-09,8.06634823506511,"Significant"
"COPS7B",-0.301181102362205,0.000611908470850726,0.00354152408974774,0.0561140794900637,0.530418550278365,0.704471324840489,0.15213667993858,"Not significant"
"FCRLA",-0.456863483173711,6.70183538498437e-08,1.24712630510963e-06,-0.0879764365047644,0.325336839458152,0.517550500173799,0.286047267365204,"Not significant"
"AYP1p1",-0.40203763592051,3.41505394189453e-06,3.77667437908239e-05,-0.168682039745032,0.058075055034614,0.154435081874628,0.811254037329782,"Not significant"
"FAM100A",-0.440778556165165,2.14546086653894e-07,3.41198798617277e-06,-0.217716268449492,0.0139383137803597,0.050829690737798,1.29388253265961,"Not significant"
"NAE1",-0.307333127304427,0.000440277590703098,0.00267559031509644,0.102646499236288,0.250817468591068,0.436156807594878,0.360357344607807,"Not significant"
"C1orf38",0.425337457817773,8.02346481031625e-07,1.05356133174711e-05,-0.0977807461567304,0.273707412417462,0.462130379773903,0.335235480660069,"Not significant"
"BCDIN3D",0.464053407625729,3.90630837124659e-08,7.89388050700344e-07,0.313719976158248,0.000328653903645492,0.00237613659812876,2.62412859647353,"Significant"
"C1orf55",-0.128612418327742,0.149570624508513,0.314320693452195,-0.268798636104588,0.00224536254181965,0.0116763042631368,1.93269459661656,"Not significant"
"AZI2",0.382094816272966,1.09022701932859e-05,0.000103466697771739,0.297964707536558,0.000703177851702879,0.00447200494716702,2.34949772468198,"Not significant"
"HBZ",-0.361378655793026,3.38319475304685e-05,0.000279532994390495,-0.483742266591676,1.29063988391069e-08,4.67759953347452e-07,6.3299769624856,"Significant"
"GRIN1",-0.49352692270002,3.73548894952551e-09,1.06675557867324e-07,-0.559117452776209,8.37526726192712e-12,8.29580114341828e-10,9.08114166685904,"Significant"
"ANAPC1",-0.289640000527589,0.000956912804024129,0.00520427350550001,-0.418211031547821,9.95394732589896e-07,1.82397203767146e-05,4.73898182389032,"Significant"
"TMED10",0.0698089634704117,0.43546111333958,0.63536242981395,0.30279941823715,0.000539698349493957,0.0035748576873086,2.44674124249137,"Significant"
"GALNT4",0.559592823144107,7.97331582901307e-12,5.52618878628484e-10,0.336064445259589,0.000112106144489215,0.000977974510819748,3.00967246418437,"Significant"
"CLIC3",-0.38097581552306,1.16117865311746e-05,0.000109580246563324,-0.189855174353206,0.0326655504286225,0.099815944462031,1.00080007956649,"Not significant"
"OSTM1",0.511020106861642,1.27726303422157e-09,4.3425217132406e-08,0.223624390701162,0.0116337779018555,0.0442336736032617,1.35424699100857,"Not significant"
"CDK10",-0.0304884211081673,0.733653956081662,0.855357717221501,0.0846077120356645,0.344276003907889,0.536538939706504,0.270398753314113,"Not significant"
"MYO18A",0.0842268997043749,0.346459836640587,0.550377550133608,0.0273101028047121,0.760531386968043,0.866428598294194,0.06226722134536,"Not significant"
"LRRC47",-0.0944473168110617,0.290873887967442,0.492105181048542,0.0611936123126071,0.494329245529247,0.67485102220795,0.170792089945254,"Not significant"
"DCK",-0.0953259748781402,0.285976951493918,0.486980353501904,-0.266521372328459,0.0025296658339848,0.0128807655772564,1.89005832361464,"Not significant"
"TRAK1",0.42710739347187,5.5082736976458e-07,7.57696325637346e-06,0.348440353804323,5.95841587928944e-05,0.000577863752398678,3.23817454662542,"Significant"
"ILF3",-0.399782058492688,3.90811581009221e-06,4.22355178978135e-05,-0.00929180727409074,0.917330460009591,0.956845648564732,0.019158113825078,"Not significant"
"MRPS33",-0.177762935883015,0.0456757615757626,0.130319401846747,0.449246578552681,1.62546611094204e-07,3.91715535298763e-06,5.40702920414594,"Significant"
"AP3D1",0.162501409738131,0.0679491920829934,0.176641219633812,0.372516481118699,1.61188418165688e-05,0.000190391521719744,3.7203523949868,"Significant"
"C16orf24",-0.224478467139526,0.0111743601534951,0.0422887676145884,0.269865704287153,0.0021528072819413,0.0112744542894174,1.94790446983407,"Not significant"
"DPH2",-0.392400168728909,6.03753186789962e-06,6.21260794537777e-05,-0.0556278121484814,0.533991861013741,0.707424634366,0.150319820994351,"Not significant"
"LOC648695",0.207964848041903,0.0189667059416603,0.0653049616513248,0.290648114245114,0.000916707867573144,0.00556550512554844,2.2544954129496,"Not significant"
"MEMO1",0.376169350173453,1.30965070791277e-05,0.000121655612990569,0.180458175821247,0.0423308831457461,0.12173829480145,0.914572785739799,"Not significant"
"C9orf16",0.00541924446944132,0.951739065597375,0.97749849572846,0.0823256467941507,0.357015725526337,0.549065263067248,0.260376031314146,"Not significant"
"SLC25A46",0.270434945631796,0.00217363806406472,0.0105592894485044,0.306149231346082,0.000492169623870317,0.0033170360479382,2.47924980875318,"Significant"
"ING1",0.272907292838395,0.00197283482697237,0.00970601414465796,-0.0311679790026247,0.727609872169737,0.845461702102273,0.0729060603812699,"Not significant"
"SP140",-0.214033792650919,0.0158284051438339,0.0562712499625362,-0.2910808023997,0.000942048008965932,0.00569051281094211,2.24484859460192,"Not significant"
"MRVI1",0.151885311211099,0.0882614649880511,0.214320065402411,0.0585805680539933,0.51248090717533,0.690304483543428,0.160959305849929,"Not significant"
"SPAG7",0.030793025871766,0.730760081632596,0.853854397816946,0.0703447225346832,0.431431096417574,0.620754168157746,0.207080355620629,"Not significant"
"CLK2",0.12518161792276,0.160635687936004,0.330533513763142,0.291455755530559,0.000927326259931885,0.00561641824112333,2.25054055881118,"Not significant"
"C6orf108",-0.197125749906262,0.0264731755202173,0.0852584002705002,0.132053805774278,0.138750988184876,0.289671903721126,0.538093626475968,"Not significant"
"TMEM159",0.0781602663343697,0.382418037291427,0.586304411957039,-0.193282763408829,0.0294638902113784,0.0919362537303817,1.03651319709834,"Not significant"
"TMLHE",0.414868063367079,1.55775541946047e-06,1.89057253247497e-05,0.191554180727409,0.0311180289215561,0.0960847434508384,1.01734556510064,"Not significant"
"NFATC3",-0.353973331458568,4.98339138827998e-05,0.000394335602394524,-0.646038385826772,2.2250738585072e-308,3.91472959483795e-306,300,"Significant"
"RP2",0.578769450693663,2.2250738585072e-308,3.7073267023962e-306,0.288643607049119,0.00104308573266442,0.00620548449943347,2.20722430486372,"Not significant"
"RBBP4",-0.231481169562797,0.00883086998774882,0.0346716382680669,-0.541594226885639,4.86761369111795e-11,4.1654521379196e-09,8.38033785131693,"Significant"
"RGL2",0.462854632004915,4.27787424445757e-08,8.56109810314912e-07,0.216820212377349,0.0143459987736848,0.0520148412086953,1.28387272299166,"Not significant"
"ZNF562",-0.174605383221889,0.0496047313373664,0.139007065684652,0.00355034265786883,0.968400184432172,0.982643107824695,0.00760418760630894,"Not significant"
"NRAS",0.329948004395411,0.000151735061333298,0.00105310411257502,0.149917246430522,0.0925109760759114,0.217262576740189,0.663015074024193,"Not significant"
"CLEC4D",0.493766404199475,5.77660749870869e-09,1.52982808484226e-07,0.419976799775028,1.12988842509021e-06,2.01793204937154e-05,4.69509346202371,"Significant"
"ZFYVE16",-0.109372551260743,0.220931449853341,0.411003722778779,-0.399215524303414,3.33142430729071e-06,5.03697741268792e-05,4.29782999664417,"Significant"
"HIST1H3D",0.226624015748031,0.0105399660596016,0.0402940291891074,0.0790272309711286,0.376656864458936,0.569147750926268,0.244774975991021,"Not significant"
"FBN2",0.400789745031871,3.68002539489541e-06,4.00804151126293e-05,0.254095191226097,0.00403755687806865,0.0188776981035735,1.7240509635265,"Not significant"
"TTC5",-0.27882200099334,0.00150202223470623,0.0076807677648321,-0.123049252216533,0.16813306356348,0.330731801891602,0.480524042999842,"Not significant"
"ALDH3A2",-0.0666244844394451,0.456233159485777,0.654747022959481,0.158417697787777,0.0752967177013929,0.187155712373972,0.727796912794102,"Not significant"
"LOC642082",-0.305393466441695,0.000508866965401081,0.0030244705841072,-0.557022169103862,2.2250738585072e-308,3.91472959483795e-306,300,"Significant"
"C9orf5",-0.390801904066122,5.55750226871814e-06,5.76820130275081e-05,-0.127792017576528,0.152206474530695,0.308819571993367,0.510295183273602,"Not significant"
"MYB",-0.00178689910030028,0.984092640659901,0.992777082486259,0.3186597670965,0.000260950435419981,0.0019603619004871,2.70766374656392,"Significant"
"THEM2",0.315128524351407,0.000307856674527972,0.0019618455102455,0.339934090078353,9.22644280093138e-05,0.000831404278039515,3.08018774513631,"Significant"
"MGC5457",0.25403074615673,0.00404713551300696,0.0180311461611019,0.105027887139108,0.239586355827861,0.421875218804112,0.374815984579522,"Not significant"
"QDPR",-0.221401684365652,0.0123659102235944,0.0459491805125936,0.191671915050255,0.0308709143332905,0.0955092638602135,1.01995450225657,"Not significant"
"STAG1",0.417499205420872,1.04289595057515e-06,1.32784510225304e-05,0.226354849718515,0.0104982196504904,0.0407411241997051,1.38996699136452,"Not significant"
"LOC346950",-0.429674741380554,4.62890917834676e-07,6.54630275536965e-06,0.08134761090904,0.363252571616595,0.554993104348207,0.255712412845121,"Not significant"
"JMJD1A",-0.0992837788360173,0.266759903473798,0.465215275956676,-0.0802372757235226,0.369860525183363,0.562255042482672,0.25006664098334,"Not significant"
"KIAA0040",0.245615525449607,0.00538010268697459,0.0229614933844943,0.10080703039223,0.2594549290196,0.446241903144936,0.350429650882835,"Not significant"
"CDK9",0.236337645294338,0.00759399165615875,0.0306869958363794,0.184037542182227,0.038468080801089,0.113128982451735,0.946426119155843,"Not significant"
"NMRAL1",-0.0874636764154481,0.327720633905733,0.53220867943856,0.102063413948256,0.253166158151139,0.438755071497177,0.357777850559146,"Not significant"
"SLC35B3",0.543922244094488,2.2250738585072e-308,3.7073267023962e-306,0.304895481814773,0.000520153269964018,0.00347491665401613,2.45905560751559,"Significant"
"SCN3A",-0.239056755768144,0.00679436398007735,0.027986149864893,-0.178961552545623,0.0441003021128619,0.125553864530666,0.901169915220964,"Not significant"
"GNAQ",0.52385130157317,2.6158497056113e-10,1.1773195481838e-08,0.211605695195108,0.0169308133607897,0.0593510287507467,1.22657174887619,"Not significant"
"SFRS11",-0.0521712129733783,0.559734608858879,0.736949239849314,0.110833802024747,0.214483854678562,0.392284029156944,0.406399372701971,"Not significant"
"ANKDD1A",0.463207724034496,6.04688836225131e-08,1.14904580291451e-06,0.174827755905512,0.0494160398602441,0.136922703396903,0.863524534754968,"Not significant"
"GPR146",-0.460958005249344,7.11309479342276e-08,1.31587023461561e-06,-0.544496391076115,2.2250738585072e-308,3.91472959483795e-306,300,"Significant"
"RAD23B",0.383042109119183,8.80081002418123e-06,8.57882911268406e-05,0.269102892714446,0.00221861157862623,0.0115685075039704,1.93672266737499,"Not significant"
"TOMM20",-0.0759808480691433,0.395868660663591,0.599005210418914,0.148932773441722,0.0946968199565432,0.220886083189938,0.655831645759217,"Not significant"
"C20orf191",0.00721201025268565,0.935861331551493,0.968704747755613,0.0204320761626655,0.819642386461866,0.90341640239175,0.0441120286699533,"Not significant"
"TPCN2",0.439878608923885,3.08113355074083e-07,4.61968051269896e-06,0.136482939632546,0.125901933770687,0.270732201003137,0.567460085986911,"Not significant"
"CDC23",-0.0978279018678676,0.273871244437522,0.473480441713746,0.203064079092779,0.0220387364546591,0.073237344792855,1.13526740935552,"Not significant"
"LOC440348",-0.32022169103862,0.000260309345396299,0.00169446903514243,-0.041871719160105,0.639782547698189,0.786412405586219,0.104349644164801,"Not significant"
"VPREB3",-0.455181383577053,1.07344289494335e-07,1.88085851801276e-06,-0.18012982752156,0.0428345119418261,0.122797799218825,0.910809416547336,"Not significant"
"RTCD1",0.432186211098613,5.13898905904172e-07,7.12351656950032e-06,0.586994985001875,2.2250738585072e-308,3.91472959483795e-306,300,"Significant"
"SH2D5",-0.422898571953481,7.30311243994879e-07,9.72164052257521e-06,-0.598936653243141,1.02231588991744e-13,1.33266556862346e-11,10.8752788227722,"Significant"
"SAMD4B",0.147895575553056,0.0970192421309733,0.229754058054702,0.000269497562804649,0.99762336634199,0.998536213948048,0.000636179934383856,"Not significant"
"EXOSC6",-0.290764861567706,0.000912153135826966,0.00499431136980863,-0.0580533752422809,0.516786537575965,0.693986255611086,0.158649130656631,"Not significant"
"UBXD5",0.299192531391707,0.0006331274387501,0.00364337905569848,0.421858041951325,7.82594191614722e-07,1.49387612039718e-05,4.82568541487574,"Significant"
"GBAS",0.23384772215973,0.00826946826931565,0.0329299702734588,0.304872047244094,0.000520690039782629,0.0034766562396208,2.45883824880951,"Significant"
"TTLL12",0.0305000937382827,0.733224320734452,0.85515388021901,0.122070678665167,0.17135290673185,0.335387255365381,0.4744534445017,"Not significant"
"TAGAP",-0.00350346831646044,0.968798199188365,0.986521791127213,-0.0770645856767904,0.388651208856427,0.580713262809362,0.236038255077155,"Not significant"
"LOC647349",0.543494563179603,2.2250738585072e-308,3.7073267023962e-306,0.330210676790401,0.000162608772351635,0.00133346613546114,2.87501800912229,"Significant"
"JAK1",0.146255584035779,0.10084816298687,0.236456932546706,0.109480776272897,0.220472142039672,0.399543227081763,0.39843622694451,"Not significant"
"PFKFB2",0.471269216347956,3.34431456155756e-08,6.90234701019087e-07,0.369785808023997,2.15556106734481e-05,0.000244397300105129,3.61190359612147,"Significant"
"PURA",-0.173732444185548,0.0507735746014735,0.141588601573761,-0.0405477253054623,0.650823946889439,0.793548496645895,0.100426526776672,"Not significant"
"PHTF1",0.576513873265842,2.2250738585072e-308,3.7073267023962e-306,0.442263076490439,2.62287568083557e-07,5.87409959927548e-06,5.23105869399827,"Significant"
"TTC17",0.235403881363148,0.00771749075448861,0.0311160817134902,0.170012449652872,0.0560128951451196,0.150333734687014,0.822943553381906,"Not significant"
"LOC723972",0.529398668916385,1.64190262693839e-10,7.77940267253161e-09,0.41362603112111,1.68298968809702e-06,2.82009023882767e-05,4.54973699466011,"Significant"
"BMS1",-0.387825136836539,6.63841921136617e-06,6.74539535293867e-05,-0.0187301080481958,0.83444127191468,0.912769911308758,0.0396386845056491,"Not significant"
"LYPLA1",0.48139951461126,1.00807563659479e-08,2.48162181419652e-07,0.211684786986991,0.0168887761200315,0.0592449412163794,1.22734872710026,"Not significant"
"KIAA0261",0.273797806524184,0.0019047435988797,0.00940742917240172,0.0753890138732658,0.399071304860538,0.590358967424371,0.228883835535374,"Not significant"
"C9orf114",-0.254616983351451,0.0038673229157245,0.0173560430318788,0.0181559602256361,0.839446950696833,0.915456906593719,0.0383620944742885,"Not significant"
"XPO4",-0.308703599550056,0.000439408012379079,0.00267224224883859,-0.128128515185602,0.150954126121442,0.30699659357282,0.512866443417715,"Not significant"
"LLGL1",-0.37580318447029,1.33734676276729e-05,0.00012359099973427,-0.20614543222954,0.0200610490380466,0.0680668823665831,1.16706414071311,"Not significant"
"CCL4L2",0.143068053993251,0.108521035850805,0.248840752913818,-0.240842941507312,0.00649533330998877,0.0277399576890184,1.55689420567945,"Not significant"
"GCN1L1",-0.383952568359887,8.34372508280773e-06,8.18719888293135e-05,-0.0568464930846555,0.525554331337676,0.700245447255058,0.154749706122293,"Not significant"
"PRDM4",0.0944240205057145,0.290993438264932,0.49215027269808,-0.098205785427005,0.272013262541581,0.460258367898557,0.336998306899706,"Not significant"
"C15orf17",0.395187110950066,4.26384716276765e-06,4.56291496248708e-05,0.370900036618215,1.76560488133022e-05,0.000205747351595123,3.68666574637099,"Significant"
"MKI67IP",-0.0581587457817773,0.515526258419586,0.70371250260856,0.306635498687664,0.000481695441415421,0.00326302004896922,2.48638025776899,"Significant"
"TMEM106C",-0.0162226053129353,0.856348912062333,0.92677181371889,0.161218365114248,0.0701812495243692,0.177688442868432,0.750340818461955,"Not significant"
"EAF1",-0.0969781121109861,0.277679312684703,0.477696589687501,-0.00700693663292088,0.937617626403566,0.967457731316381,0.0143680004248769,"Not significant"
"DDX52",-0.195763902213462,0.0274034568279298,0.0876442219946006,0.123172283892796,0.16770487590746,0.330095992251274,0.481359748477089,"Not significant"
"ADAM10",0.524703735330134,2.41816322622514e-10,1.10214798203982e-08,0.364422754415983,2.5310966689725e-05,0.000280651657534945,3.55183238848384,"Significant"
"SLC30A9",0.36060531496063,3.52432962120285e-05,0.000289672031819154,0.319407339707537,0.000270305007036186,0.00201798328546688,2.69508243525449,"Significant"
"C8orf41",0.279188166696503,0.00147970284912345,0.00757741583169078,0.301284069888174,0.000577285950235857,0.00378129060712937,2.42235994410725,"Significant"
"CRADD",0.471665365558374,2.17586736644248e-08,4.76437311334432e-07,0.115037546631326,0.197791437596275,0.371083876098784,0.430527915695559,"Not significant"
